PART ID,TYPE,MANUFACTURER,YEAR,PRICE
PART4921,transmission,Volkswagen,2012,241.79
PART4922,suspension,Audi,2012,287.57
PART4923,transmission,Volkswagen,2006,342.49
PART4924,tire,Toyota,2013,227.88
PART4925,battery,Mercedes,2001,467.75
PART4926,suspension,Honda,2015,187.45
PART4927,engine,Volkswagen,2021,419.11
PART4928,tire,Audi,2007,147.55
PART4929,transmission,Honda,2020,373.08
PART4930,battery,Audi,2001,272.6
PART4931,transmission,Volkswagen,2016,80.09
PART4932,brake,Toyota,2002,304.09
PART4933,engine,Mercedes,2019,337.14
PART4934,brake,BMW,2008,230.36
PART4935,battery,Honda,2022,62.68
PART4936,battery,Honda,2010,387.15
PART4937,battery,BMW,2006,258.06
PART4938,engine,Ford,2003,197.29
PART4939,engine,Honda,2019,179.18
PART4940,transmission,Mercedes,2011,366.71
PART4941,tire,Volkswagen,2015,303.38
PART4942,engine,Toyota,2006,68.96
PART4943,tire,Ford,2018,94.92
PART4944,tire,Honda,2013,235.47
PART4945,transmission,Honda,2022,401.92
PART4946,battery,Toyota,2008,398.78
PART4947,tire,BMW,2022,145.44
PART4948,transmission,Ford,2015,436.58
PART4949,tire,Audi,2021,68.04
PART4950,tire,Audi,2006,349.94
PART4951,transmission,Mercedes,2001,104.69
PART4952,engine,Honda,2018,318.03
PART4953,tire,BMW,2011,339.05
PART4954,battery,Mercedes,2008,402.34
PART4955,suspension,Honda,2001,332.93
PART4956,engine,Ford,2004,239.01
PART4957,tire,Ford,2010,371.57
PART4958,transmission,Honda,2019,107.28
PART4959,suspension,Audi,2018,350.57
PART4960,engine,Volkswagen,2021,488.36
PART4961,tire,Mercedes,2004,420.37
PART4962,suspension,Mercedes,2005,208.1
PART4963,engine,Audi,2016,366.85
PART4964,engine,Volkswagen,2001,136.68
PART4965,engine,BMW,2004,51.87
PART4966,suspension,Honda,2016,172.47
PART4967,engine,Honda,2015,369.94
PART4968,battery,Ford,2015,308.6
PART4969,engine,Volkswagen,2017,139.45
PART4970,battery,Honda,2001,460.54
PART4971,battery,Ford,2017,301.52
PART4972,engine,Volkswagen,2007,312.28
PART4973,transmission,Toyota,2004,279.59
PART4974,tire,Volkswagen,2019,178.01
PART4975,engine,BMW,2007,63.83
PART4976,suspension,Mercedes,2010,85.94
PART4977,suspension,Volkswagen,2000,395.75
PART4978,suspension,Volkswagen,2011,210.82
PART4979,suspension,Toyota,2016,319.25
PART4980,battery,Toyota,2003,320.51
PART4981,brake,Volkswagen,2021,258.63
PART4982,suspension,BMW,2021,183.09
PART4983,suspension,BMW,2002,384.39
PART4984,engine,Audi,2013,85.57
PART4985,engine,Honda,2001,419.89
PART4986,tire,Toyota,2011,357.66
PART4987,tire,Ford,2021,395.72
PART4988,battery,Mercedes,2016,475.2
PART4989,engine,Toyota,2019,442.03
PART4990,suspension,Audi,2003,358.85
PART4991,brake,Volkswagen,2004,181.89
PART4992,engine,Toyota,2017,385.87
PART4993,battery,Honda,2000,59.74
PART4994,engine,BMW,2007,207.11
PART4995,suspension,BMW,2012,363.59
PART4996,battery,Audi,2022,277.04
PART4997,brake,BMW,2000,254.21
PART4998,brake,Ford,2003,70.07
PART4999,brake,Volkswagen,2013,487.35
PART5000,brake,Volkswagen,2016,374.18
PART5001,battery,Audi,2017,158.22
PART5002,transmission,Audi,2014,386.47
PART5003,tire,Honda,2010,348.93
PART5004,engine,Honda,2008,325.78
PART5005,brake,BMW,2007,208.53
PART5006,engine,Honda,2015,63.55
PART5007,brake,Honda,2018,418.4
PART5008,battery,Audi,2001,120.89
PART5009,brake,Honda,2019,140.74
PART5010,tire,BMW,2003,268.57
PART5011,brake,Honda,2017,370.11
PART5012,tire,Honda,2012,445.43
PART5013,transmission,Toyota,2009,107.17
PART5014,brake,Honda,2022,202.93
PART5015,transmission,Ford,2015,191.4
PART5016,battery,BMW,2012,302.63
PART5017,battery,Audi,2014,121.14
PART5018,tire,Ford,2013,100.54
PART5019,brake,Mercedes,2011,399.78
PART5020,tire,Mercedes,2009,90.21
PART5021,battery,Ford,2001,187.44
PART5022,brake,Honda,2012,420.56
PART5023,suspension,BMW,2016,400.69
PART5024,engine,Volkswagen,2008,396.46
PART5025,tire,Mercedes,2005,127.57
PART5026,engine,Honda,2001,278.56
PART5027,tire,Mercedes,2002,141.6
PART5028,transmission,Audi,2005,171.04
PART5029,suspension,Toyota,2022,144.88
PART5030,battery,Ford,2003,198.94
PART5031,transmission,Volkswagen,2006,301.27
PART5032,tire,Ford,2018,225.58
PART5033,tire,Mercedes,2011,182.56
PART5034,engine,Honda,2004,53.77
PART5035,engine,Mercedes,2017,266.69
PART5036,suspension,Audi,2007,73.07
PART5037,battery,Volkswagen,2020,66.72
PART5038,tire,Toyota,2017,498.18
PART5039,battery,Audi,2007,102.33
PART5040,suspension,Mercedes,2018,61.27
PART5041,transmission,Honda,2019,329.84
PART5042,suspension,Toyota,2017,365.72
PART5043,suspension,Audi,2010,254.88
PART5044,battery,Toyota,2008,406.09
PART5045,transmission,Ford,2004,131.79
PART5046,transmission,Honda,2005,180.99
PART5047,engine,Ford,2015,239.75
PART5048,battery,Toyota,2002,184.77
PART5049,tire,Toyota,2017,83.73
PART5050,engine,Volkswagen,2002,238.79
PART5051,transmission,BMW,2005,445.03
PART5052,engine,BMW,2017,82.31
PART5053,engine,Volkswagen,2006,53.43
PART5054,suspension,Mercedes,2006,377.13
PART5055,battery,Mercedes,2012,220.32
PART5056,engine,Volkswagen,2021,197.3
PART5057,tire,Volkswagen,2017,256.84
PART5058,suspension,Toyota,2009,203.47
PART5059,brake,Audi,2014,104.26
PART5060,transmission,Honda,2015,363.16
PART5061,engine,Toyota,2022,326.75
PART5062,battery,Mercedes,2006,407.97
PART5063,suspension,Toyota,2013,228.81
PART5064,battery,Volkswagen,2015,454.6
PART5065,battery,Ford,2011,165.02
PART5066,battery,BMW,2012,271.25
PART5067,battery,Mercedes,2001,389.67
PART5068,tire,Mercedes,2001,359.97
PART5069,battery,Volkswagen,2004,142.11
PART5070,brake,BMW,2022,450.4
PART5071,engine,Toyota,2015,474.6
PART5072,transmission,Volkswagen,2019,99.9
PART5073,brake,Mercedes,2001,304.94
PART5074,battery,Honda,2020,162.18
PART5075,tire,BMW,2015,150.62
PART5076,tire,Honda,2022,487.15
PART5077,suspension,Honda,2009,288.2
PART5078,battery,Mercedes,2020,321.36
PART5079,engine,Volkswagen,2009,350.17
PART5080,battery,BMW,2000,414.01
PART5081,battery,Audi,2004,261.52
PART5082,engine,Honda,2009,289.94
PART5083,suspension,Honda,2016,52.48
PART5084,battery,Mercedes,2007,460.61
PART5085,tire,Toyota,2015,319.04
PART5086,engine,Ford,2005,320.78
PART5087,battery,Ford,2006,224.93
PART5088,brake,Volkswagen,2016,171.5
PART5089,engine,Volkswagen,2014,380.87
PART5090,suspension,Volkswagen,2021,115.62
PART5091,engine,Ford,2010,484.65
PART5092,suspension,Mercedes,2018,160.65
PART5093,engine,Volkswagen,2016,317
PART5094,suspension,Audi,2007,480.56
PART5095,brake,Toyota,2019,186.61
PART5096,battery,Toyota,2017,333.98
PART5097,engine,BMW,2005,432.56
PART5098,suspension,Ford,2014,268.97
PART5099,suspension,Audi,2006,140.39
PART5100,brake,Toyota,2011,137.83
PART5101,battery,Honda,2016,480.33
PART5102,suspension,Volkswagen,2004,274.62
PART5103,transmission,Toyota,2019,105
PART5104,battery,Toyota,2006,445.91
PART5105,tire,Mercedes,2018,402.92
PART5106,transmission,Toyota,2000,337.62
PART5107,battery,Honda,2019,324.19
PART5108,suspension,Volkswagen,2008,374.66
PART5109,tire,Audi,2010,246.93
PART5110,battery,Ford,2007,487.28
PART5111,brake,Honda,2017,62.67
PART5112,brake,Audi,2014,120.17
PART5113,brake,Toyota,2000,349.89
PART5114,brake,Honda,2015,423.08
PART5115,suspension,Toyota,2017,67.02
PART5116,suspension,Honda,2009,249.8
PART5117,engine,Volkswagen,2005,191.01
PART5118,brake,Audi,2021,257.23
PART5119,brake,Ford,2019,159.68
PART5120,tire,Ford,2009,295.04
PART5121,suspension,Audi,2003,166.29
PART5122,tire,Volkswagen,2018,195.44
PART5123,transmission,Audi,2006,150.74
PART5124,brake,Ford,2002,470.23
PART5125,transmission,BMW,2014,492.86
PART5126,engine,Volkswagen,2002,428.41
PART5127,suspension,Volkswagen,2009,474.43
PART5128,engine,Audi,2012,288.89
PART5129,suspension,Toyota,2019,152.25
PART5130,suspension,Volkswagen,2021,60.6
PART5131,transmission,Mercedes,2018,91.52
PART5132,tire,Toyota,2011,159.72
PART5133,engine,Toyota,2009,287.25
PART5134,battery,Ford,2021,164.38
PART5135,suspension,Honda,2011,238.54
PART5136,transmission,Volkswagen,2015,460.04
PART5137,suspension,Audi,2014,293.04
PART5138,engine,Volkswagen,2013,214.38
PART5139,suspension,Mercedes,2012,270.08
PART5140,engine,Toyota,2007,243.12
PART5141,tire,Ford,2005,183.47
PART5142,tire,Honda,2014,120.38
PART5143,tire,Volkswagen,2006,130.35
PART5144,transmission,Ford,2013,105.48
PART5145,brake,BMW,2014,218.11
PART5146,brake,BMW,2004,156.75
PART5147,brake,Volkswagen,2015,350.49
PART5148,battery,Mercedes,2011,384.82
PART5149,suspension,Mercedes,2000,422.39
PART5150,brake,Toyota,2021,208.3
PART5151,transmission,Honda,2012,386.78
PART5152,brake,Mercedes,2021,349.41
PART5153,battery,Volkswagen,2022,438.87
PART5154,transmission,Toyota,2004,246.61
PART5155,transmission,Toyota,2016,498.9
PART5156,transmission,BMW,2001,444.69
PART5157,brake,Toyota,2002,298.05
PART5158,battery,Ford,2015,339.63
PART5159,suspension,Mercedes,2001,307.62
PART5160,suspension,Volkswagen,2002,253.34
PART5161,tire,BMW,2016,430.75
PART5162,brake,BMW,2013,153.67
PART5163,engine,BMW,2005,226.8
PART5164,suspension,Volkswagen,2010,389.01
PART5165,brake,Ford,2017,152.1
PART5166,suspension,Honda,2005,120.64
PART5167,suspension,Ford,2018,433.04
PART5168,battery,Honda,2018,227.69
PART5169,transmission,Toyota,2018,163.79
PART5170,engine,Ford,2010,210.03
PART5171,brake,BMW,2017,378.98
PART5172,transmission,Toyota,2003,168.81
PART5173,battery,Honda,2014,479.38
PART5174,suspension,BMW,2012,405.63
PART5175,brake,Ford,2002,178.17
PART5176,suspension,Honda,2014,348.9
PART5177,brake,Audi,2011,360.15
PART5178,suspension,Honda,2020,124.12
PART5179,battery,Honda,2013,346.85
PART5180,tire,BMW,2007,111.58
PART5181,brake,Volkswagen,2002,318.89
PART5182,engine,Ford,2006,495.33
PART5183,battery,Volkswagen,2008,424.79
PART5184,suspension,Honda,2014,445.1
PART5185,transmission,Audi,2009,454.89
PART5186,suspension,Volkswagen,2020,475.16
PART5187,tire,Audi,2010,329.9
PART5188,tire,BMW,2004,445.46
PART5189,brake,Toyota,2020,484.73
PART5190,engine,Volkswagen,2005,446.22
PART5191,transmission,Ford,2001,303.4
PART5192,brake,BMW,2003,263.84
PART5193,engine,Toyota,2008,153.54
PART5194,engine,Toyota,2022,159.72
PART5195,battery,Ford,2003,283.64
PART5196,brake,Ford,2015,243.1
PART5197,tire,BMW,2004,73.17
PART5198,suspension,BMW,2018,287.12
PART5199,brake,Volkswagen,2020,194.54
PART5200,suspension,Honda,2006,92.31
PART5201,brake,Toyota,2002,474.86
PART5202,battery,Toyota,2019,201
PART5203,engine,Volkswagen,2007,174.76
PART5204,transmission,Honda,2016,201.33
PART5205,brake,Audi,2018,66.62
PART5206,engine,Honda,2013,208.01
PART5207,engine,Toyota,2006,176.92
PART5208,transmission,Audi,2005,255.86
PART5209,engine,Mercedes,2022,297.19
PART5210,tire,Toyota,2001,209.51
PART5211,brake,BMW,2016,454.66
PART5212,battery,Volkswagen,2014,116.12
PART5213,transmission,Toyota,2001,456.68
PART5214,transmission,Audi,2022,186.71
PART5215,transmission,BMW,2020,108.67
PART5216,tire,Mercedes,2016,468.48
PART5217,tire,Toyota,2019,152.99
PART5218,engine,Ford,2014,130.31
PART5219,transmission,BMW,2016,50.92
PART5220,engine,Ford,2022,323.22
PART5221,engine,Mercedes,2005,283.26
PART5222,suspension,Honda,2016,119.71
PART5223,tire,BMW,2007,237.06
PART5224,brake,Toyota,2011,415.25
PART5225,brake,Ford,2010,156.23
PART5226,transmission,Toyota,2006,57.85
PART5227,brake,Honda,2014,300.96
PART5228,engine,Ford,2008,429.63
PART5229,engine,Ford,2022,420.34
PART5230,brake,Ford,2007,376.82
PART5231,suspension,Honda,2005,438.54
PART5232,battery,Mercedes,2005,108.57
PART5233,brake,Toyota,2010,100.31
PART5234,tire,Audi,2007,308.77
PART5235,tire,Volkswagen,2021,152.71
PART5236,tire,Audi,2008,485.76
PART5237,transmission,Honda,2007,295.93
PART5238,suspension,Honda,2014,222.84
PART5239,suspension,Volkswagen,2017,365.87
PART5240,suspension,BMW,2016,83.4
PART5241,tire,Ford,2003,480.58
PART5242,transmission,Volkswagen,2007,438.82
PART5243,transmission,Volkswagen,2019,254.83
PART5244,tire,Honda,2001,100.17
PART5245,suspension,Toyota,2009,383.82
PART5246,tire,Audi,2011,374.16
PART5247,transmission,BMW,2015,75.72
PART5248,engine,Toyota,2011,312.93
PART5249,transmission,Audi,2005,201.66
PART5250,brake,Mercedes,2015,264.32
PART5251,brake,Ford,2000,203.11
PART5252,engine,Ford,2000,305.82
PART5253,brake,Ford,2020,300.31
PART5254,suspension,Toyota,2004,287.79
PART5255,tire,Ford,2009,341.21
PART5256,suspension,BMW,2005,491.85
PART5257,suspension,Mercedes,2006,362.34
PART5258,engine,Volkswagen,2000,104.82
PART5259,suspension,Toyota,2017,478.83
PART5260,engine,Volkswagen,2012,395.4
PART5261,suspension,Toyota,2006,487.1
PART5262,tire,Audi,2016,452.23
PART5263,suspension,Audi,2011,219.02
PART5264,engine,Mercedes,2006,328.1
PART5265,battery,BMW,2007,377.4
PART5266,suspension,Ford,2010,152.59
PART5267,suspension,Audi,2017,93.67
PART5268,battery,Ford,2004,171.72
PART5269,tire,Ford,2018,465.65
PART5270,engine,Audi,2004,297.31
PART5271,transmission,BMW,2021,411.56
PART5272,suspension,BMW,2008,162.88
PART5273,engine,Toyota,2007,296.48
PART5274,battery,Audi,2015,456
PART5275,battery,Toyota,2011,223.26
PART5276,tire,Mercedes,2012,455.64
PART5277,engine,Audi,2005,460.83
PART5278,engine,BMW,2017,120.22
PART5279,battery,Ford,2011,355.36
PART5280,suspension,Ford,2004,485.02
PART5281,engine,Toyota,2003,142.18
PART5282,battery,BMW,2008,68.87
PART5283,transmission,Ford,2007,129.69
PART5284,brake,Ford,2009,214.68
PART5285,transmission,BMW,2009,144.21
PART5286,suspension,BMW,2000,214.51
PART5287,brake,Volkswagen,2020,309.38
PART5288,battery,Toyota,2017,163.57
PART5289,battery,Honda,2013,98.34
PART5290,transmission,Honda,2006,117.99
PART5291,battery,Honda,2003,347.93
PART5292,brake,BMW,2004,300.2
PART5293,engine,Ford,2007,460.12
PART5294,transmission,Volkswagen,2013,304.67
PART5295,suspension,Honda,2014,272.76
PART5296,engine,Ford,2010,321.5
PART5297,brake,Mercedes,2002,330.12
PART5298,engine,Audi,2014,246.1
PART5299,engine,Mercedes,2000,51.09
PART5300,engine,Ford,2012,279.47
PART5301,transmission,Audi,2010,404.99
PART5302,tire,Ford,2005,335.34
PART5303,suspension,Mercedes,2011,126.64
PART5304,transmission,Honda,2018,492.48
PART5305,engine,Mercedes,2000,448.18
PART5306,battery,Ford,2010,269.23
PART5307,engine,Audi,2010,398.49
PART5308,engine,Honda,2000,351.64
PART5309,battery,Volkswagen,2020,344.9
PART5310,battery,Volkswagen,2008,275.56
PART5311,brake,Ford,2012,149.04
PART5312,engine,Toyota,2022,331.84
PART5313,tire,Mercedes,2022,115.98
PART5314,engine,Toyota,2020,55.61
PART5315,brake,Honda,2019,255.61
PART5316,tire,Volkswagen,2017,375.93
PART5317,suspension,Toyota,2011,192.38
PART5318,battery,Mercedes,2019,478.24
PART5319,suspension,Toyota,2017,409.57
PART5320,suspension,Ford,2019,107.19
PART5321,engine,Audi,2011,251.8
PART5322,brake,Volkswagen,2010,310.9
PART5323,brake,Mercedes,2022,145.65
PART5324,engine,Honda,2015,79.14
PART5325,engine,Ford,2018,279.86
PART5326,brake,Toyota,2009,179.46
PART5327,brake,Mercedes,2012,51.33
PART5328,brake,Mercedes,2017,105.86
PART5329,engine,Toyota,2011,124.07
PART5330,tire,Ford,2007,229.54
PART5331,tire,Volkswagen,2022,237.09
PART5332,tire,Volkswagen,2006,149.55
PART5333,tire,BMW,2011,168.65
PART5334,engine,Honda,2011,477.12
PART5335,tire,BMW,2022,385.17
PART5336,suspension,Honda,2004,155.59
PART5337,brake,Mercedes,2002,229.13
PART5338,brake,Ford,2013,302.44
PART5339,suspension,Ford,2001,431.78
PART5340,battery,Volkswagen,2005,65
PART5341,tire,Ford,2020,149.9
PART5342,brake,Ford,2013,145.4
PART5343,brake,Ford,2000,97.54
PART5344,transmission,Toyota,2017,87.41
PART5345,suspension,Audi,2004,444.1
PART5346,battery,Ford,2011,59.95
PART5347,transmission,BMW,2019,389.89
PART5348,transmission,Mercedes,2014,373.88
PART5349,brake,Audi,2011,467.37
PART5350,engine,Volkswagen,2006,452.37
PART5351,suspension,Volkswagen,2022,315.83
PART5352,suspension,Volkswagen,2022,71.59
PART5353,tire,BMW,2002,78.59
PART5354,engine,Honda,2001,58.01
PART5355,transmission,Volkswagen,2004,409.54
PART5356,tire,Honda,2015,273
PART5357,brake,BMW,2011,427.62
PART5358,engine,BMW,2002,221.18
PART5359,transmission,Volkswagen,2001,254.1
PART5360,transmission,Volkswagen,2012,450.63
PART5361,transmission,Toyota,2007,246.98
PART5362,brake,Volkswagen,2002,305.72
PART5363,brake,Toyota,2008,75.71
PART5364,tire,Ford,2007,166.8
PART5365,transmission,Toyota,2006,392.78
PART5366,transmission,Volkswagen,2001,195.05
PART5367,brake,Toyota,2003,76.81
PART5368,brake,Ford,2022,52.75
PART5369,battery,Ford,2020,269.64
PART5370,brake,Audi,2010,164.66
PART5371,tire,BMW,2021,484
PART5372,tire,Audi,2016,437.42
PART5373,transmission,Honda,2011,289.96
PART5374,battery,Mercedes,2010,192.94
PART5375,battery,Honda,2012,338.94
PART5376,transmission,Ford,2004,234.63
PART5377,battery,Ford,2007,436.33
PART5378,suspension,Audi,2008,372.54
PART5379,suspension,Ford,2006,270.08
PART5380,brake,Honda,2000,370.09
PART5381,tire,Honda,2011,379.13
PART5382,suspension,Honda,2003,59.11
PART5383,suspension,Toyota,2006,116.25
PART5384,brake,Mercedes,2022,403.18
PART5385,brake,Toyota,2006,309.35
PART5386,engine,Mercedes,2000,171.67
PART5387,battery,Audi,2022,265.4
PART5388,engine,Honda,2004,475.73
PART5389,battery,BMW,2002,278.09
PART5390,suspension,Toyota,2000,405.72
PART5391,engine,Toyota,2001,338.01
PART5392,brake,Mercedes,2008,171.24
PART5393,battery,Volkswagen,2012,393.37
PART5394,tire,Ford,2007,353.16
PART5395,suspension,Ford,2002,490.57
PART5396,engine,Volkswagen,2014,347.71
PART5397,transmission,Audi,2010,159.79
PART5398,engine,Toyota,2011,366.56
PART5399,brake,Ford,2001,102.24
PART5400,brake,Honda,2021,66.45
PART5401,engine,Honda,2001,141.01
PART5402,transmission,Toyota,2003,86.6
PART5403,suspension,Ford,2005,141.21
PART5404,battery,Volkswagen,2002,330.44
PART5405,engine,Toyota,2011,53.13
PART5406,transmission,Mercedes,2002,238.15
PART5407,engine,Honda,2007,373.69
PART5408,engine,Volkswagen,2002,249.46
PART5409,tire,Volkswagen,2012,106.05
PART5410,transmission,Audi,2010,74.37
PART5411,brake,Volkswagen,2011,433.56
PART5412,tire,Audi,2011,217.83
PART5413,battery,BMW,2006,130.81
PART5414,suspension,Honda,2014,235.49
PART5415,suspension,Mercedes,2010,359.39
PART5416,engine,Mercedes,2005,71.74
PART5417,tire,Volkswagen,2021,158.34
PART5418,tire,Ford,2005,378.8
PART5419,battery,Ford,2006,181.62
PART5420,brake,Toyota,2009,198.63
PART5421,brake,Honda,2020,389.9
PART5422,battery,Audi,2005,154.81
PART5423,battery,BMW,2004,426.2
PART5424,engine,Honda,2011,138.7
PART5425,suspension,Honda,2018,369.76
PART5426,battery,Ford,2003,378.01
PART5427,battery,BMW,2011,139.31
PART5428,brake,Volkswagen,2019,399.35
PART5429,engine,Volkswagen,2014,197.78
PART5430,transmission,Mercedes,2014,70.01
PART5431,transmission,Audi,2013,225.19
PART5432,engine,Volkswagen,2005,413.48
PART5433,transmission,Audi,2009,163.32
PART5434,suspension,Ford,2019,113.21
PART5435,tire,Volkswagen,2014,97.91
PART5436,battery,BMW,2011,220.97
PART5437,battery,Volkswagen,2007,334.96
PART5438,engine,Audi,2006,63.44
PART5439,brake,Volkswagen,2012,208.62
PART5440,battery,BMW,2019,216.74
PART5441,engine,Honda,2020,413.45
PART5442,transmission,Ford,2016,268.64
PART5443,tire,Volkswagen,2014,225.5
PART5444,engine,Mercedes,2020,495.47
PART5445,brake,Toyota,2001,86.5
PART5446,brake,Volkswagen,2011,218.07
PART5447,transmission,Audi,2020,280.16
PART5448,suspension,Volkswagen,2014,66.45
PART5449,transmission,Honda,2012,118.25
PART5450,suspension,Honda,2021,271.86
PART5451,tire,BMW,2022,374.21
PART5452,tire,Mercedes,2009,72.43
PART5453,engine,Toyota,2011,491.83
PART5454,engine,Volkswagen,2000,361.63
PART5455,transmission,Audi,2003,65.96
PART5456,brake,Ford,2011,299.91
PART5457,brake,Volkswagen,2010,496.31
PART5458,battery,Volkswagen,2022,394.97
PART5459,transmission,Honda,2015,82.41
PART5460,engine,Mercedes,2009,203.93
PART5461,brake,BMW,2008,270.19
PART5462,transmission,Toyota,2002,422.99
PART5463,engine,Honda,2021,307.43
PART5464,transmission,Ford,2014,226.13
PART5465,suspension,Honda,2002,296.36
PART5466,battery,Toyota,2019,299.36
PART5467,battery,BMW,2022,135.92
PART5468,transmission,Toyota,2020,432.89
PART5469,engine,Toyota,2007,467.74
PART5470,brake,Honda,2006,91.77
PART5471,engine,Toyota,2006,57.44
PART5472,brake,Audi,2006,343.46
PART5473,suspension,Volkswagen,2017,140.01
PART5474,brake,Mercedes,2015,372.27
PART5475,tire,Mercedes,2009,391.2
PART5476,tire,Ford,2017,133.12
PART5477,engine,BMW,2016,444.59
PART5478,battery,Audi,2007,150.43
PART5479,tire,Toyota,2014,358.58
PART5480,brake,Audi,2004,331.89
PART5481,tire,Toyota,2014,340.67
PART5482,battery,Mercedes,2000,342.25
PART5483,tire,Mercedes,2022,405.05
PART5484,brake,Audi,2017,76.2
PART5485,brake,Volkswagen,2007,307.42
PART5486,engine,Volkswagen,2017,145.89
PART5487,battery,Mercedes,2020,108.93
PART5488,suspension,Audi,2008,192.75
PART5489,engine,Ford,2021,211.94
PART5490,tire,Ford,2018,348.27
PART5491,brake,Honda,2000,239.22
PART5492,brake,Mercedes,2011,156.69
PART5493,battery,Audi,2007,73.56
PART5494,tire,Toyota,2020,447.96
PART5495,suspension,Audi,2020,322.04
PART5496,tire,Honda,2018,363.51
PART5497,engine,Ford,2017,141.53
PART5498,transmission,BMW,2001,300.32
PART5499,brake,Ford,2020,357.19
PART5500,engine,Volkswagen,2021,462.41
PART5501,battery,Audi,2014,85.65
PART5502,suspension,Ford,2014,232.54
PART5503,tire,BMW,2003,337.81
PART5504,brake,Honda,2020,345.33
PART5505,brake,BMW,2009,170.9
PART5506,transmission,BMW,2004,134.42
PART5507,engine,Mercedes,2014,377.32
PART5508,engine,Mercedes,2014,333.68
PART5509,battery,Volkswagen,2019,56.21
PART5510,suspension,BMW,2000,319.69
PART5511,transmission,BMW,2017,339.88
PART5512,transmission,Audi,2020,129.38
PART5513,engine,Audi,2002,286.54
PART5514,battery,Volkswagen,2015,337.33
PART5515,transmission,Toyota,2019,222.49
PART5516,brake,Mercedes,2007,116.72
PART5517,tire,Ford,2000,304.7
PART5518,battery,Mercedes,2009,408.51
PART5519,battery,BMW,2006,359.82
PART5520,battery,Ford,2002,300.21
PART5521,suspension,Volkswagen,2002,339.46
PART5522,transmission,Mercedes,2022,126.98
PART5523,engine,Ford,2015,149.9
PART5524,suspension,Mercedes,2017,97.06
PART5525,transmission,Honda,2022,454.4
PART5526,brake,Honda,2017,195.95
PART5527,transmission,Audi,2015,485.22
PART5528,tire,Toyota,2020,294.18
PART5529,battery,Audi,2014,454.73
PART5530,brake,Honda,2020,180.44
PART5531,battery,Ford,2006,74.81
PART5532,suspension,Mercedes,2009,96.84
PART5533,engine,Audi,2007,159.95
PART5534,brake,Honda,2001,457.55
PART5535,engine,Volkswagen,2009,389.63
PART5536,battery,Mercedes,2020,471.62
PART5537,engine,Honda,2004,354.08
PART5538,suspension,BMW,2016,154.72
PART5539,battery,Toyota,2006,441.21
PART5540,engine,Mercedes,2019,437.45
PART5541,suspension,BMW,2002,428.69
PART5542,engine,Toyota,2013,300.6
PART5543,suspension,BMW,2003,431.61
PART5544,engine,Ford,2020,214.8
PART5545,tire,Volkswagen,2003,98.5
PART5546,engine,Mercedes,2015,65.87
PART5547,tire,Toyota,2009,476.42
PART5548,brake,Mercedes,2004,321.56
PART5549,tire,BMW,2016,145.18
PART5550,engine,Mercedes,2002,318.79
PART5551,battery,Mercedes,2019,235.94
PART5552,tire,Toyota,2006,251.03
PART5553,engine,Volkswagen,2002,437.61
PART5554,brake,Volkswagen,2009,378.56
PART5555,tire,Toyota,2018,174.13
PART5556,brake,Mercedes,2003,382.47
PART5557,battery,Ford,2010,180.84
PART5558,brake,Audi,2009,153.09
PART5559,transmission,Honda,2000,192.56
PART5560,engine,BMW,2022,308.16
PART5561,brake,Honda,2008,145.45
PART5562,engine,Audi,2009,464.23
PART5563,engine,Ford,2003,89.19
PART5564,battery,BMW,2022,174.76
PART5565,engine,Volkswagen,2020,105.43
PART5566,brake,Audi,2018,214.24
PART5567,battery,Volkswagen,2001,248.35
PART5568,brake,Ford,2007,89.92
PART5569,suspension,Volkswagen,2007,71.31
PART5570,transmission,Audi,2011,188.37
PART5571,battery,Mercedes,2013,398.01
PART5572,engine,BMW,2001,213.53
PART5573,engine,Mercedes,2022,405.36
PART5574,transmission,Ford,2014,359.52
PART5575,engine,Honda,2008,367.51
PART5576,suspension,Honda,2019,251.09
PART5577,tire,Audi,2012,372.89
PART5578,engine,Toyota,2016,85.12
PART5579,battery,Mercedes,2014,165.75
PART5580,suspension,Audi,2017,447.02
PART5581,battery,Audi,2001,385.85
PART5582,suspension,Audi,2011,313.49
PART5583,transmission,Ford,2002,200.39
PART5584,suspension,Ford,2017,424.53
PART5585,suspension,Audi,2017,61.07
PART5586,transmission,Ford,2008,419.24
PART5587,battery,Toyota,2000,82.48
PART5588,brake,Mercedes,2016,63.47
PART5589,battery,Volkswagen,2002,154.05
PART5590,brake,Honda,2008,374.2
PART5591,suspension,BMW,2000,305.52
PART5592,battery,BMW,2000,138.94
PART5593,brake,Volkswagen,2001,152.42
PART5594,brake,Volkswagen,2003,54.54
PART5595,brake,Ford,2003,153.67
PART5596,engine,Toyota,2020,411.49
PART5597,suspension,Audi,2014,244.75
PART5598,battery,BMW,2013,296.74
PART5599,suspension,Audi,2016,275.27
PART5600,transmission,Audi,2002,110.51
PART5601,suspension,Ford,2022,335.11
PART5602,battery,Honda,2021,170.03
PART5603,battery,Volkswagen,2000,161.75
PART5604,transmission,Honda,2004,320.3
PART5605,tire,Toyota,2009,224.34
PART5606,tire,Mercedes,2002,167.87
PART5607,suspension,Audi,2019,121.02
PART5608,suspension,BMW,2007,399.26
PART5609,battery,Toyota,2004,79.66
PART5610,suspension,Mercedes,2001,498.27
PART5611,engine,Honda,2012,464.01
PART5612,brake,Toyota,2019,97.22
